intent,expression
cards.request.activate.bankcard-creditcard,demander activation mastercard
cards.request.activate.bankcard-creditcard,activation carte de credit
cards.request.activate.bankcard-creditcard,active carte gold prepaid
cards.request.activate.bankcard-creditcard,"je veux faire l'activation de ma carte prepayee"
cards.request.activate.bankcard-creditcard,je voudrais activer ma carte de credit
cards.request.activate.bankcard-creditcard,activer ma mastercard white
cards.request.activate.bankcard-creditcard,"je te demande d'activer ma mastercard prepaid"
cards.request.activate.bankcard-creditcard,je souhaite activer ma mastercard
cards.request.activate.bankcard-creditcard,tu sais activer ma visa stp
cards.request.activate.bankcard-creditcard,je veux activer ma visa
cards.request.activate.bankcard-creditcard,je souhaite activer ma carte de credit
cards.request.activate.bankcard-creditcard,"merci d'activer ma carte de credit"
cards.request.activate.bankcard-creditcard,"fais l'activation de ma mastercard stp"
cards.request.activate.bankcard-creditcard,"procedure d'activation d'une carte prepaid"
cards.request.activate.bankcard-creditcard,active ma carte preppaid stp
cards.request.activate.bankcard-creditcard,"tu sais faire le necessaire pour l'activation de ma mastercard"
cards.request.activate.bankcard-creditcard,"je voudrais faire l'activation de ma mastercard"
cards.request.activate.bankcard-creditcard,tu sais activer ma carte de credit stp
cards.request.activate.bankcard-creditcard,activation de la carte mastercard prepayee que je viens de recevoir
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,combien me coutera un retrait de 300eur au bancontact avec ma carte prepaid mastercard gold en italie
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,ca me coutera combien de retirer avec ma carte de credit a un distributeur en angleterre
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"ca me coutera combien un retrait d'argent avec ma carte de credit au self banking en angleterre"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"ca va me couter combien de retirer de l'argent au distributeur avec ma carte de credit a l'etranger"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"combien ca coute le retrait au distributeur par une carte prepayee a l'etranger"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"combien coute un retrait a l'automate si je suis a l'etranger avec la carte red prepaid"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,combien coute un retrait aux usa a un distributeur avec une mastercard gold
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,combien coute un retrait au self banking avec ma mastercard gold aux usa
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,combien coute un retrait au ssb en tunisie avec une mastercard gold
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"combien de frais pour un retrait visa de 50 eur a l'automate en chine"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,combien de frais pour un retrait visa en france via le self banking
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"combien me coute un retrait a l'etranger au distributeur avec ma carte de credit"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"j'aimerais savoir combien coute un retrait d'argent au distributeur a l'ile maurice"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"j'aimerais savoir combien coute un retrait ssb en amerique du sud avec une carte gold prepaid"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"je suis a l'etranger aurais je des frais si je fais un retrait en argent liquide au ssb aves ma mastercard platinum"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"je veux faire un retrait self banking a l'etranger avec ma carte combien cela coute"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"pouvez vous me dire les frais d'un retrait ssb en angleterre avec la mastercard gold"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"les frais de retrait d'une visa gold a un distributeur en tunisie coute combien"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"puis-je savoir si un retrait a l'etranger a un distributeur avec ma carte de credit va engendrer des frais"
cards.question.fees.cash.withdrawal.atm.bankcard.international-creditcard,"quand je suis a l'etranger combien ca me coute le retrait d'argent a un distributeur"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,combien me coutera un retrait de 300eur au bancontact avec ma carte prepaid mastercard gold
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,combien coute un retrait au distributeur avec ma carte de credit
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,coute retrait avec carte credit au distributeur
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"combien coute un retrait d'argent au ssb avec ma carte de credit mastercard"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,cout retrait carte de credit au self banking
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"combien devrais je payer pour retirer de l'argent au ssb avec ma carte prepaid"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,combien dois je payer de frais pour un retrait en cash au self banking avec ma carte de credit
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,frais mastercard prepaid retrait argent au ssb
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"est ce que j'ai des frais lorsque je fais un retrait d'argent au distributeur avec une mastercard prepaid"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"est ce qu'il y a un cout supplementaire si je retire de l'argent au bancontact avec ma carte de credit"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"quel est le cout d'un retrait avec ma carte de credit au bancontact"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,quel est le cout pour effectuer un retrait avec une carte de credit au distributeur
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,quel est le prix pour un retrait au bancontact avec ma carte visa
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"frais de retrait avec visa gold a l'automate"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"y a t il des frais lorsqu'on retire de l'argent avec ma mastercard prepaid au bancontact"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,que coute un retrait ssb avec ma carte de credit
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,y a -t-il des frais pour un retrait ssb avec ma carte de credit
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"cout pour un retrait d'especes avec ma carte de credit au self banking"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,un retrait au distributeur avec ma prepaid me coute combien
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"un retrait d'argent au ssb avec ma carte de credit coute combien"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,"quels sont les frais de retrait au distributeur si j'utilise ma carte de credit"
cards.question.fees.cash.withdrawal.atm.bankcard-creditcard,combien va me couter un retrait avec ma mastercard au bancontact
unspecified.question.fees.cash.withdrawal,"a combien s'elevent les frais de retrait cash"
unspecified.question.fees.cash.withdrawal,ca va me couter combien un retrait
unspecified.question.fees.cash.withdrawal,"c'est quoi le cout d'un retrait"
unspecified.question.fees.cash.withdrawal,"combien ca coute pour retirer de l'argent"
unspecified.question.fees.cash.withdrawal,combien coute un retrait
unspecified.question.fees.cash.withdrawal,cout retrait argent
unspecified.question.fees.cash.withdrawal,cout retrait en cash
unspecified.question.fees.cash.withdrawal,et quels sont les tarifs de retrait
unspecified.question.fees.cash.withdrawal,"je veux retirer de l'argent la bas combien ca coute"
unspecified.question.fees.cash.withdrawal,quels sont les frais quand je fais un retrait
unspecified.question.fees.cash.withdrawal,"je voudrais savoir le cout d'un retrait"
unspecified.question.fees.cash.withdrawal,quels sont les frais de retrait
unspecified.question.fees.cash.withdrawal,quels sont les couts pour retirer 200 euros
unspecified.question.fees.cash.withdrawal,"combien me coute un retrait d'argent"
unspecified.question.fees.cash.withdrawal,"cout pour retirer de l'argent"
unspecified.question.fees.cash.withdrawal,frais pour retraits
unspecified.question.fees.cash.withdrawal,"les retraits d'argent sont ils payants"
unspecified.question.fees.cash.withdrawal,"quels sont les frais quand je retire de l'argent"
unspecified.question.fees.cash.withdrawal,"si je retire de l'argent je paie des frais"
unspecified.question.fees.cash.withdrawal,"combien je paie quand je retire de l'argent"
unspecified.question.fees.cash.withdrawal,"cout d'un retrait en especes"
unspecified.question.fees.cash.withdrawal,frais quand je retire du cash
unspecified.question.fees.cash.withdrawal,"j'ai des frais quand je retire de l'argent"
unspecified.question.fees.cash.withdrawal,"est-ce que j'ai des frais quand je fais un retrait d'argent"
unspecified.question.fees.cash.withdrawal,"j'ai combien de frais quand je fais un retrait d'especes"
unspecified.question.fees.cash.withdrawal,ca me coute combien de faire un retrait en especes
unspecified.question.fees.cash.withdrawal,"y a-t-il des frais pour un retrait d'argent"
unspecified.question.fees.cash.withdrawal,"que coute un retrait d'argent"
unspecified.question.fees.cash.withdrawal,"un retrait d'argent coute combien"
unspecified.question.fees.cash.withdrawal,retirer du cash coute combien
unspecified.question.fees.cash.withdrawal.international,"ca coute combien de retirer de l'argent a l'etranger"
unspecified.question.fees.cash.withdrawal.international,ca coute combien si je retire 100 usd aux etats unis
unspecified.question.fees.cash.withdrawal.international,ca revient a combien un retrait a londres
unspecified.question.fees.cash.withdrawal.international,ca va me couter combien un retrait en irlande
unspecified.question.fees.cash.withdrawal.international,"c'est combien pour un retrait d'argent a berlin"
unspecified.question.fees.cash.withdrawal.international,"combien ca coute pour faire un retrait a l'etranger"
unspecified.question.fees.cash.withdrawal.international,"combien ca va me couter de retirer de l'argent a l'etranger"
unspecified.question.fees.cash.withdrawal.international,combien ca va me couter si je fais un retrait en france
